Marca,Carroceria,Quilometragem,Capacidade_do_motor,Tipo_de_motor,Registro,Ano,Modelo,log_preco
Audi,other,185074.09999999998,1.8,Petrol,yes,2008,S4,10.043249494911286
Renault,van,299337.24,1.5,Diesel,yes,2012,Kangoo,8.779557455883728
Volkswagen,vagon,457052.56,1.9,Other,yes,2001,Golf IV,8.699514748210191
Toyota,sedan,80467.0,1.6,Petrol,yes,2013,Corolla,9.752664662801545
Toyota,crossover,46670.86,4.5,Diesel,yes,2014,Land Cruiser 200,11.245046019814627
Volkswagen,vagon,257494.4,2.8,Petrol,yes,2001,Sharan,8.824677891164198
Mercedes-Benz,other,9656.04,5.5,Petrol,yes,2016,S 63 AMG,12.429216196844383
Volkswagen,sedan,421647.08,1.8,Petrol,yes,1994,Vento,8.229511118964457
Volkswagen,other,482802.0,2.5,Diesel,yes,2007,T5 (Transporter),8.987196820661973
Mercedes-Benz,crossover,205995.52,3.0,Diesel,yes,2013,ML 350,10.976782033219948
Renault,sedan,183464.76,1.4,Other,yes,2006,Clio,8.51699317141357
Volkswagen,sedan,90123.04000000001,1.4,Other,yes,2013,Jetta,9.667765219015058
Volkswagen,sedan,321868.0,2.0,Diesel,yes,2007,Passat B6,9.132378830506472
Mitsubishi,crossover,205995.52,2.4,Gas,yes,2008,Outlander,9.332558004700433
Audi,sedan,402335.0,1.8,Petrol,no,1993,80,7.24422751560335
Toyota,crossover,37014.82,4.5,Diesel,yes,2014,Land Cruiser 200,11.289781913656018
BMW,sedan,1609.34,2.8,Petrol,yes,2002,528,9.38429367909962
Volkswagen,hatch,46670.86,1.4,Petrol,yes,2014,Polo,9.159047077588632
BMW,other,260713.08,2.2,Petrol,yes,2002,320,9.305559638557117
Audi,crossover,191511.46,4.2,Gas,yes,2007,Q7,10.06475570013225
BMW,crossover,273587.8,4.8,Gas,yes,2007,X5,10.106428396532818
Mitsubishi,sedan,241401.0,1.8,Gas,yes,2004,Virage,8.699514748210191
Mitsubishi,crossover,312211.95999999996,3.2,Diesel,yes,2008,Pajero Wagon,9.769956159911606
Toyota,sedan,172199.38,1.8,Gas,yes,2007,Avensis,9.137769679141348
BMW,vagon,450615.2,3.0,Diesel,no,2001,330,8.160518247477505
BMW,vagon,67592.28,2.0,Petrol,yes,2012,X3,10.63344870621879
Volkswagen,other,346008.10000000003,1.9,Other,yes,2007,T5 (Transporter),9.239899174217728
Audi,vagon,450615.2,2.5,Diesel,no,2002,A6 Allroad,7.696212639346407
Renault,crossover,0.0,1.5,Diesel,yes,2016,Duster,9.887971803433317
Renault,van,300946.57999999996,1.5,Diesel,yes,2010,Kangoo,8.968268810776454
Toyota,crossover,151277.96000000002,4.5,Petrol,yes,2005,Land Cruiser 105,9.903487552536127
Audi,sedan,407163.02,2.5,Diesel,no,1998,A6,8.242756345714477
BMW,sedan,408772.36,3.0,Diesel,yes,2003,530,9.525151111816216
Toyota,crossover,138403.24000000002,2.2,Diesel,yes,2014,Rav 4,10.341742483467284
Volkswagen,van,381413.58,2.0,Diesel,yes,2010,T5 (Transporter),9.574983485564092
Toyota,hatch,72420.3,1.6,Petrol,yes,2014,Auris,9.769956159911606
Renault,vagon,1609.34,1.2,Petrol,yes,2015,Logan,9.249198519410456
BMW,crossover,225307.6,3.0,Diesel,yes,2009,X5,10.232791299678729
Volkswagen,sedan,321868.0,1.4,Petrol,yes,2000,Golf IV,8.66561319653451
Renault,vagon,321868.0,1.46,Diesel,yes,2008,Grand Scenic,8.66561319653451
Audi,vagon,265541.1,2.0,Diesel,yes,2010,A6,9.975808214115753
Volkswagen,sedan,531082.2,2.8,Gas,yes,1994,Passat B4,8.1886891244442
BMW,sedan,624423.9199999999,3.5,Petrol,yes,1998,735,8.779557455883728
Volkswagen,vagon,275197.14,1.9,Diesel,yes,2010,Caddy,9.277999020449997
BMW,sedan,450615.2,2.0,Diesel,no,1999,320,8.039157390473237
Mercedes-Benz,vagon,386241.6,2.5,Diesel,no,1992,E-Class,7.2078598714324755
Mercedes-Benz,other,844903.5,2.3,Diesel,yes,1995,Sprinter 208,8.411832675758411
Mercedes-Benz,sedan,0.0,3.0,Petrol,yes,2016,CLS 400,11.502875129116727
Mercedes-Benz,vagon,571315.7,2.5,Diesel,yes,1996,250,8.630521876723241
Mercedes-Benz,sedan,624423.9199999999,4.3,Gas,yes,2000,S 430,9.047821442478408
BMW,crossover,173808.72,2.0,Diesel,yes,2012,X1,10.085809109330082
Mitsubishi,sedan,152887.30000000002,2.0,Petrol,yes,2008,Lancer X,9.137769679141348
Toyota,sedan,201167.5,3.5,Petrol,yes,2008,Camry,9.6614159913364
Volkswagen,sedan,170590.03999999998,1.6,Petrol,yes,2011,Polo,9.169518377455928
Volkswagen,other,149668.62,2.0,Diesel,yes,2012,Passat B7,9.95227771670556
Mercedes-Benz,sedan,487630.02,2.2,Diesel,no,2000,C-Class,8.160518247477505
Toyota,crossover,104607.1,4.0,Gas,yes,2010,FJ Cruiser,10.725467604939041
Audi,crossover,297727.89999999997,4.2,Petrol,yes,2006,Q7,9.947504437952903
Mercedes-Benz,other,270369.12,2.3,Petrol,yes,2001,CLK 230,8.85352256068954
Mitsubishi,sedan,180246.08000000002,2.0,Petrol,yes,2008,Lancer X,8.987071812848821
BMW,sedan,1609.34,3.0,Petrol,yes,1995,730,8.779557455883728
BMW,sedan,370148.19999999995,3.0,Diesel,yes,2011,530,10.292145542327912
Renault,van,222088.92,2.0,Diesel,yes,2011,Trafic,9.239899174217728
Volkswagen,other,1609.34,2.5,Diesel,yes,1999,LT,8.699514748210191
Volkswagen,vagon,310602.62,1.9,Diesel,no,2003,Passat B5,8.101677747454572
Volkswagen,vagon,514988.8,1.9,Diesel,no,2000,Passat B5,7.783224016336037
Audi,sedan,289681.2,3.0,Diesel,yes,2009,A6,10.081633737919603
Volkswagen,sedan,238182.32,2.0,Petrol,yes,2006,Passat B6,9.137769679141348
Mitsubishi,hatch,473145.96,1.6,Gas,yes,1992,Lancer,7.4377951216719325
Volkswagen,crossover,148059.28,3.0,Diesel,yes,2012,Touareg,10.4341158035983
Toyota,other,131965.88,2.0,Gas,yes,2007,Rav 4,9.581903928408666
Volkswagen,sedan,125528.52,1.6,Petrol,yes,2012,Polo,9.249561085129464
BMW,sedan,428084.43999999994,3.5,Petrol,no,1997,535,8.716044050161402
Volkswagen,other,284853.18,1.9,Diesel,yes,2010,Caddy,8.881836305004146
Mercedes-Benz,other,231744.96,2.2,Diesel,yes,2009,Vito,9.546812608597396
Mercedes-Benz,other,342789.42,5.0,Other,yes,1999,CL 500,9.093806555720231
BMW,hatch,67592.28,1.6,Petrol,yes,2013,116,10.003332887505843
Toyota,other,104607.1,5.7,Petrol,yes,2013,Tundra,10.432644132986843
BMW,sedan,162543.34,2.5,Petrol,yes,1990,525,8.160232492367689
Audi,crossover,119091.16,2.0,Petrol,yes,2010,Q5,10.257659366256743
BMW,crossover,457052.56,3.0,Diesel,no,2004,X5,9.082507000466299
Volkswagen,other,24140.1,1.2,Petrol,yes,2014,Golf VII,9.752664662801545
Audi,sedan,447396.52,2.5,Diesel,no,1999,A6,8.006367567650246
Toyota,sedan,93341.72,2.5,Petrol,yes,2015,Camry,10.158129770909708
Mercedes-Benz,sedan,230135.62,5.5,Petrol,yes,2007,S 550,9.825526011066415
Volkswagen,van,0.0,1.6,Diesel,yes,2016,Caddy,10.267888970251276
BMW,sedan,3218.68,2.0,Petrol,yes,2016,520,10.666627104916108
Toyota,sedan,144840.6,1.8,Petrol,yes,2008,Avensis,9.375854810453756
Renault,van,275197.14,1.5,Diesel,yes,2013,Kangoo,8.867850063029406
Volkswagen,sedan,41842.840000000004,1.8,Petrol,yes,2011,Passat CC,9.998797732340453
Volkswagen,hatch,643736.0,1.8,Gas,yes,1989,Golf II,7.90100705199242
Toyota,other,354054.8,1.8,Petrol,yes,2001,Celica,8.85366542803745
BMW,other,370148.19999999995,3.0,Diesel,no,2002,X5,8.77940359789435
Volkswagen,sedan,177027.4,1.8,Petrol,yes,2011,Passat B7,9.6614159913364
Mitsubishi,sedan,181855.42,2.0,Petrol,yes,2007,Lancer X,8.99961934066053
Mercedes-Benz,other,461880.58,3.2,Petrol,yes,2000,ML 320,9.409191230721348
Renault,sedan,154496.64,1.4,Petrol,yes,2007,Symbol,8.594154232552366
Mercedes-Benz,sedan,458661.9,2.2,Diesel,no,2002,220,8.594154232552366
Volkswagen,vagon,461880.58,1.9,Diesel,yes,2002,Sharan,8.948975607841776
BMW,sedan,185074.09999999998,5.0,Petrol,yes,2008,750,10.4341158035983
Audi,sedan,486020.68,1.9,Diesel,no,2002,A6,8.268731832117737
Mercedes-Benz,sedan,386241.6,5.0,Petrol,yes,2004,S 500,9.615805480084347
Volkswagen,sedan,193120.8,2.0,Petrol,yes,2008,Passat B6,9.104868739033948
Volkswagen,sedan,431303.12,99.99,Petrol,yes,1989,Passat B3,7.783224016336037
Mitsubishi,sedan,186683.44,1.5,Petrol,yes,2008,Lancer X,8.748304912379623
Volkswagen,van,337961.4,1.6,Gas,yes,2004,Touran,8.987071812848821
Toyota,crossover,205995.52,4.0,Gas,yes,2007,Land Cruiser Prado,10.134599273499514
BMW,sedan,210823.54,2.0,Diesel,yes,2011,520,10.203555107263542
Mercedes-Benz,sedan,740296.3999999999,2.0,Petrol,yes,1991,E-Class,8.294049640102028
Audi,sedan,289681.2,3.0,Diesel,yes,2006,A6,9.680344001221918
Mitsubishi,sedan,185074.09999999998,2.0,Petrol,yes,2008,Lancer X,9.126958763037132
Volkswagen,van,402335.0,2.0,Diesel,yes,2004,Caddy,8.85366542803745
Toyota,crossover,1609.34,4.5,Diesel,yes,2016,Land Cruiser 200,11.350406535472453
Volkswagen,sedan,514988.8,1.8,Gas,yes,1990,Passat B3,8.070906088787819
Renault,hatch,204386.18,1.5,Diesel,yes,2012,Megane,9.305650551780507
Mitsubishi,crossover,300946.57999999996,2.4,Gas,yes,2008,Outlander,9.259130536145614
BMW,sedan,164152.68,2.0,Petrol,yes,2011,320,9.769956159911606
Renault,vagon,360492.16000000003,1.5,Diesel,yes,2004,Megane,8.881836305004146
Toyota,sedan,313821.3,2.4,Gas,yes,2004,Camry,9.035986984831405
Volkswagen,van,1609.34,1.6,Diesel,yes,2011,Caddy,9.030016817844901
Audi,vagon,392678.96,2.0,Other,no,2006,A4,8.070906088787819
Toyota,sedan,236572.98,2.4,Petrol,yes,2010,Camry,9.392578591964389
Toyota,crossover,231744.96,4.0,Gas,yes,2008,Land Cruiser 200,10.305613759378778
BMW,sedan,466708.6,3.0,Diesel,yes,2001,730,9.350102314351341
Mitsubishi,vagon,149668.62,3.0,Gas,yes,2007,Outlander XL,9.539644119118783
Renault,van,394288.3,1.5,Diesel,yes,2003,Kangoo,8.517193191416238
Toyota,hatch,339570.74,1.3,Petrol,yes,1987,Corolla,7.762170607138205
Volkswagen,van,204386.18,1.6,Diesel,yes,2011,Caddy,9.464982590349763
Mercedes-Benz,van,553612.9600000001,2.2,Diesel,yes,2006,Vito,9.065314599925925
Toyota,crossover,212432.88,2.7,Gas,yes,2012,Venza,10.03889218954233
Mercedes-Benz,van,466708.6,2.2,Diesel,yes,2007,Vito,9.51044496442652
Audi,crossover,72420.3,2.0,Diesel,yes,2014,Q5,10.596609732783568
Volkswagen,sedan,402335.0,1.9,Diesel,no,2000,Passat B5,8.101677747454572
Audi,crossover,173808.72,2.0,Diesel,yes,2012,Q5,10.388995368317829
Mitsubishi,crossover,217260.9,3.0,Petrol,yes,2009,Outlander XL,9.495519314209846
Volkswagen,vagon,413600.37999999995,1.9,Diesel,no,2003,Passat B5,7.9724660159745655
Volkswagen,sedan,506942.1,1.6,Gas,yes,1990,Passat B3,7.9724660159745655
Mercedes-Benz,crossover,334742.72000000003,3.5,Petrol,yes,2007,ML 350,9.95227771670556
Toyota,crossover,98169.74,4.5,Diesel,yes,2011,Land Cruiser 200,11.396391648714276
Volkswagen,crossover,77248.32,2.0,Diesel,yes,2012,Tiguan,10.06475570013225
Mitsubishi,van,563269.0,1.8,Gas,yes,1992,Space Wagon,8.34283980427146
Mercedes-Benz,crossover,159324.66,5.5,Petrol,yes,2009,G 55 AMG,11.16336798880036
Mercedes-Benz,crossover,0.0,4.0,Petrol,yes,2016,GLS 400,11.728036844587175
Audi,crossover,72420.3,2.0,Diesel,yes,2014,Q3,10.596609732783568
Mercedes-Benz,sedan,643736.0,2.2,Diesel,no,2000,200,7.6004023345004
Mercedes-Benz,other,281634.5,2.2,Diesel,yes,2013,Sprinter 313,9.568014816247999
Toyota,sedan,223698.26,2.4,Gas,yes,2008,Camry,9.51044496442652
Toyota,sedan,167371.36000000002,2.4,Petrol,yes,2007,Camry,9.495519314209846
Toyota,hatch,131965.88,1.3,Petrol,yes,2006,Yaris,9.011889433252344
Renault,van,220479.58,1.5,Diesel,yes,2012,Grand Scenic,9.392661928770137
Renault,vagon,320258.66000000003,1.9,Diesel,no,2003,Laguna,7.673223121121708
Toyota,vagon,96560.4,2.2,Diesel,yes,2013,Rav 4,10.275051108968611
Mercedes-Benz,van,450615.2,2.2,Diesel,yes,2005,Vito,9.159047077588632
Volkswagen,van,193120.8,2.0,Diesel,yes,2007,Touran,9.268609280100158
Mercedes-Benz,van,383022.92,2.2,Diesel,yes,2008,Vito,9.433483923290392
Mitsubishi,crossover,432912.46,3.2,Diesel,yes,2002,Pajero Wagon,9.230142999272362
Mercedes-Benz,sedan,0.0,2.2,Diesel,yes,2015,E-Class,10.824765825921322
Volkswagen,van,160934.0,1.4,Gas,yes,2009,Caddy,9.093806555720231
Mercedes-Benz,other,354054.8,2.2,Diesel,yes,2002,Vito,8.612503371220562
BMW,sedan,67592.28,2.0,Diesel,yes,2014,520,10.725467604939041
Renault,other,234963.63999999998,2.0,Diesel,yes,2012,Trafic,9.259035293514941
Mercedes-Benz,crossover,0.0,2.99,Diesel,yes,2016,GLE-Class,11.512915464920228
Renault,van,267150.44,2.0,Diesel,yes,2012,Trafic,9.116029692504942
Mercedes-Benz,sedan,289681.2,3.2,Diesel,yes,2008,S 320,10.106428396532818
BMW,crossover,1609.34,2.0,Diesel,yes,2016,X5,11.058795184880783
BMW,sedan,355664.13999999996,3.0,Diesel,no,2002,530,8.1886891244442
Renault,crossover,143231.25999999998,2.5,Petrol,yes,2010,Koleos,9.464982590349763
Renault,sedan,82076.34,1.6,Petrol,yes,2011,Logan,8.764053269347762
BMW,sedan,461880.58,3.0,Petrol,yes,2001,530,9.082507000466299
Renault,sedan,167371.36000000002,1.5,Diesel,yes,2010,Symbol,8.881697406469304
Renault,van,402335.0,1.5,Diesel,yes,2005,Kangoo,8.101677747454572
Audi,sedan,490848.7,2.3,Gas,yes,1989,100,7.783224016336037
Volkswagen,hatch,96560.4,1.39,Petrol,yes,2007,Polo,9.035986984831405
Mitsubishi,sedan,289681.2,2.0,Gas,yes,2008,Lancer X,8.935903526274423
Renault,van,315430.63999999996,1.9,Diesel,yes,1998,Kangoo,8.242756345714477
Mercedes-Benz,sedan,257494.4,3.7,Petrol,yes,2003,S 350,9.480367509189243
Toyota,crossover,226916.94,2.7,Gas,yes,2010,Venza,9.996522418503318
Renault,van,329914.69999999995,1.9,Diesel,yes,2006,Trafic,9.082507000466299
Toyota,hatch,27358.78,1.0,Petrol,yes,2016,Yaris,9.259130536145614
Mitsubishi,crossover,32186.8,2.5,Diesel,yes,2013,Pajero Sport,10.085809109330082
Toyota,sedan,304165.26,2.4,Gas,yes,2007,Camry,9.375854810453756
Mercedes-Benz,sedan,318649.32,1.8,Gas,yes,2011,E-Class,9.918376165029878
Toyota,hatch,38624.16,1.6,Petrol,yes,2009,Auris,9.358760377094455
Mercedes-Benz,crossover,362101.5,3.5,Gas,yes,2007,ML 350,9.998797732340453
Mercedes-Benz,sedan,371757.54,3.5,Gas,yes,2005,E-Class,9.667765219015058
Mercedes-Benz,van,156105.97999999998,2.2,Diesel,yes,2013,Vito,9.51044496442652
Mitsubishi,crossover,241401.0,3.5,Gas,yes,2008,Outlander XL,9.711115659888671
Volkswagen,other,273587.8,2.0,Diesel,yes,2011,Multivan,10.596634733096073
Mitsubishi,crossover,241401.0,2.0,Gas,yes,2007,Outlander,9.159047077588632
Renault,van,239791.66,1.5,Other,yes,2011,Kangoo,8.748304912379623
BMW,sedan,411991.04,2.5,Diesel,no,2001,525,8.51699317141357
Toyota,crossover,450615.2,4.2,Diesel,yes,2000,Land Cruiser 100,9.615138591096644
Audi,vagon,244619.68,2.0,Diesel,yes,2011,A4,9.70503661381229
Mercedes-Benz,crossover,305774.60000000003,6.3,Petrol,yes,2007,ML 63 AMG,9.966462351697517
Audi,sedan,157715.31999999998,3.2,Petrol,yes,2009,A5,10.126471091048971
Volkswagen,sedan,72420.3,2.0,Petrol,yes,2013,Jetta,10.03889218954233
Toyota,hatch,218870.24,1.6,Petrol,yes,2007,Corolla,9.02401079378469
Audi,vagon,410381.7,2.5,Diesel,yes,2005,A6 Allroad,9.464982590349763
Volkswagen,vagon,239791.66,2.0,Diesel,yes,2008,Passat B6,9.409109260148737
Audi,vagon,318649.32,2.7,Petrol,yes,2003,A6 Allroad,9.21024036697585
Mercedes-Benz,crossover,159324.66,5.0,Gas,yes,2005,G 63 AMG,10.477287975463508
Mitsubishi,crossover,273587.8,3.0,Gas,yes,2005,Pajero Sport,9.350102314351341
Mercedes-Benz,sedan,215651.56,3.0,Diesel,yes,2010,S 350,10.558413520275876
Mercedes-Benz,other,402335.0,2.2,Diesel,yes,2002,Vito,8.612503371220562
Volkswagen,van,199558.15999999997,2.0,Gas,yes,2008,Caddy,9.148464968258095
Volkswagen,van,230135.62,1.6,Diesel,yes,2011,Caddy,9.035986984831405
Audi,vagon,431303.12,2.5,Diesel,no,2000,A6,7.882314918980268
Toyota,sedan,214042.21999999997,2.4,Gas,yes,2008,Camry,9.392661928770137
Mercedes-Benz,sedan,300946.57999999996,2.0,Gas,yes,2001,C-Class,8.922658299524402
Volkswagen,hatch,56326.9,2.0,Diesel,yes,2015,Golf VII,10.16199824768763
Volkswagen,sedan,450615.2,1.8,Other,yes,2005,Passat B5,8.922658299524402
Mercedes-Benz,other,236572.98,6.0,Petrol,yes,2001,S 600,10.46310334047155
Audi,vagon,508551.44,2.6,Gas,yes,1997,A6,8.732304571033183
Volkswagen,sedan,259103.74000000002,1.8,Petrol,no,1994,Vento,7.346010209913293
Mercedes-Benz,van,724203.0,2.3,Diesel,yes,1996,Vito,8.779557455883728
Volkswagen,vagon,259103.74000000002,2.0,Diesel,yes,2008,Passat B6,9.104868739033948
Mitsubishi,crossover,46670.86,2.0,Gas,yes,2014,ASX,9.95227771670556
Mercedes-Benz,other,925370.5,2.2,Diesel,yes,2006,Sprinter 313,9.082507000466299
Volkswagen,hatch,77248.32,1.4,Petrol,yes,2012,Polo,9.51044496442652
Toyota,van,555222.3,2.4,Diesel,yes,1992,Hiace,8.101677747454572
Mercedes-Benz,sedan,643736.0,2.0,Gas,yes,1998,E-Class,8.697846691109495
Mercedes-Benz,crossover,389460.28,2.7,Diesel,yes,2005,ML 270,9.602382459752207
Mercedes-Benz,sedan,0.0,1.6,Petrol,yes,2016,C-Class,10.757902880692196
Volkswagen,sedan,289681.2,1.8,Gas,yes,2005,Passat B5,8.98594603876032
Volkswagen,sedan,193120.8,1.9,Diesel,yes,2007,Passat B6,9.104868739033948
Volkswagen,sedan,0.0,1.6,Diesel,yes,2016,Jetta,10.085767441795337
Audi,vagon,677532.14,2.5,Diesel,yes,1996,A6,8.779557455883728
Toyota,sedan,1609.34,1.8,Petrol,yes,2008,Avensis,9.546812608597396
Audi,crossover,186683.44,4.2,Petrol,yes,2008,Q7,10.06475570013225
Renault,sedan,143231.25999999998,1.6,Petrol,yes,2012,Fluence,9.159047077588632
Mercedes-Benz,sedan,28968.12,3.0,Diesel,yes,2015,S 350,11.736069016284437
Volkswagen,van,291290.54000000004,1.6,Diesel,yes,2011,Caddy,9.104979856318357
Mitsubishi,sedan,841684.82,1.8,Diesel,yes,1989,Lancer,7.7406644019172415
Volkswagen,sedan,104607.1,1.6,Petrol,yes,2013,Polo,9.273315171137572
Audi,vagon,370148.19999999995,2.5,Diesel,yes,1999,A6,8.76389700713946
Mitsubishi,sedan,225307.6,1.5,Petrol,yes,2007,Lancer X,8.922658299524402
Volkswagen,van,168980.7,1.6,Diesel,yes,2014,Caddy,9.230142999272362
Mercedes-Benz,sedan,321868.0,2.7,Diesel,no,2000,E-Class,8.101677747454572
Mercedes-Benz,sedan,281634.5,2.0,Petrol,yes,2001,E-Class,9.02401079378469
Volkswagen,van,270369.12,1.9,Diesel,yes,2005,Caddy,8.909235279192261
Toyota,crossover,106216.44,2.2,Diesel,yes,2013,Rav 4,10.261161996807944
Audi,sedan,370148.19999999995,2.8,Petrol,yes,1997,A8,7.937374696163295
BMW,crossover,358882.82,3.0,Diesel,yes,2011,535,10.545341438708522
Toyota,hatch,119091.16,1.4,Other,yes,2010,Prius,9.305650551780507
Audi,sedan,386241.6,4.2,Gas,yes,2001,S8,9.375854810453756
Renault,van,442568.5,2.0,Diesel,yes,2008,Trafic,9.159047077588632
BMW,crossover,188292.78,2.0,Diesel,yes,2010,X1,10.073230327123223
Mercedes-Benz,other,217260.9,5.5,Petrol,yes,2008,CL 550,10.46310334047155
Volkswagen,vagon,275197.14,1.9,Diesel,yes,2009,Golf Variant,9.305650551780507
BMW,crossover,329914.69999999995,3.0,Diesel,yes,2008,X5,10.158129770909708
Renault,van,370148.19999999995,2.0,Diesel,yes,2009,Trafic,9.487972108574462
Toyota,hatch,273587.8,1.0,Petrol,yes,2002,Yaris,8.444622498581403
Mercedes-Benz,van,542347.58,2.2,Diesel,yes,2002,Vito,9.02401079378469
Mitsubishi,crossover,170590.03999999998,3.8,Gas,yes,2007,Pajero Wagon,9.846917201047734
Mitsubishi,sedan,94951.06,2.4,Petrol,yes,2009,Galant,9.453286550586572
Mercedes-Benz,other,172199.38,0.6,Petrol,yes,2000,Smart,8.242756345714477
Volkswagen,other,304165.26,2.0,Diesel,yes,2011,Caddy,9.350102314351341
Mercedes-Benz,van,321868.0,2.2,Diesel,yes,2000,Vito,8.433811582477187
Renault,van,207604.86000000002,1.5,Other,yes,2014,Kangoo,8.97449144816442
Mercedes-Benz,crossover,0.0,2.2,Diesel,yes,2016,GLE-Class,11.170421071417223
Toyota,sedan,482802.0,2.4,Petrol,yes,2004,Camry,9.082507000466299
Renault,sedan,25749.44,1.2,Petrol,yes,2014,Logan,9.017968479328726
Toyota,crossover,143231.25999999998,2.0,Petrol,yes,2012,Rav 4,9.975808214115753
Toyota,crossover,0.0,4.5,Diesel,yes,2016,Land Cruiser 200,12.180754837545884
Renault,hatch,1609.34,2.0,Petrol,no,2002,Laguna,7.783224016336037
Volkswagen,other,257494.4,2.5,Other,yes,2006,T5 (Transporter),9.433483923290392
Mercedes-Benz,hatch,323477.34,1.7,Diesel,no,2001,A 170,7.823645930834952
BMW,sedan,217260.9,2.5,Petrol,yes,2005,525,9.615138591096644
Mitsubishi,sedan,104607.1,1.5,Petrol,yes,2011,Lancer,9.019179866515024
BMW,sedan,370148.19999999995,2.0,Petrol,yes,1998,520,8.824677891164198
Mitsubishi,van,270369.12,1.8,Petrol,no,2001,Space Star,7.6004023345004
BMW,other,426475.1,2.8,Gas,yes,1998,328,9.047821442478408
Toyota,crossover,144840.6,4.0,Petrol,yes,2008,FJ Cruiser,10.118598932153073
Mitsubishi,crossover,193120.8,3.0,Petrol,yes,2008,Outlander XL,9.375854810453756
Mercedes-Benz,sedan,160934.0,3.5,Petrol,yes,2010,S 350,10.477287975463508
Mercedes-Benz,van,402335.0,2.2,Diesel,yes,2005,Vito,9.148464968258095
Mercedes-Benz,other,336352.06,3.0,Diesel,yes,2006,E-Class,9.60904937558734
Volkswagen,sedan,286462.51999999996,2.0,Diesel,no,2013,Passat B7,9.648595302907339
Renault,van,466708.6,2.2,Diesel,no,1999,Espace,7.696212639346407
Volkswagen,sedan,214042.21999999997,1.6,Petrol,yes,2012,Polo,9.099408811268901
BMW,vagon,255885.06,3.0,Diesel,yes,2008,530,9.786953736280177
Audi,sedan,64373.6,3.0,Diesel,yes,2015,A8,11.35691472296607
Volkswagen,sedan,482802.0,1.3,Petrol,yes,1988,Jetta,7.600902459542082
Mercedes-Benz,sedan,90123.04000000001,5.0,Other,yes,2003,SL 500 (550),9.9281801651265
Toyota,crossover,109435.12,2.7,Gas,yes,2012,Land Cruiser Prado,10.341419850781794
Toyota,crossover,17702.739999999998,4.0,Petrol,yes,2013,Tacoma,10.594131602877955
BMW,other,40233.5,2.5,Petrol,yes,2007,325,9.994241915804592
Mercedes-Benz,other,0.0,4.7,Petrol,yes,2016,S 500,12.131106613040261
Toyota,hatch,83685.68000000001,1.4,Other,yes,2012,Prius,9.425451751593128
Mercedes-Benz,other,321868.0,2.0,Petrol,yes,1998,CLK 200,8.517193191416238
Volkswagen,sedan,590627.78,2.0,Petrol,yes,1991,Passat B3,8.070906088787819
BMW,sedan,482802.0,2.8,Gas,yes,1997,528,8.779557455883728
Mercedes-Benz,hatch,236572.98,2.0,Diesel,yes,2008,B 200,9.517825071724143
Audi,crossover,394288.3,3.0,Diesel,yes,2007,Q7,10.06475570013225
Audi,sedan,284853.18,2.0,Diesel,yes,2007,A6,9.648530784697051
Mercedes-Benz,sedan,317039.98000000004,2.7,Diesel,yes,2002,E-Class,9.468851067127684
Toyota,sedan,128747.2,2.5,Gas,yes,2014,Camry,10.06475570013225
Renault,hatch,321868.0,1.5,Diesel,yes,2005,Megane,8.691146498539675
Mitsubishi,hatch,482802.0,1.8,Petrol,yes,1989,Galant,7.9724660159745655
Mercedes-Benz,van,643736.0,2.2,Diesel,yes,1999,Vito,8.517193191416238
Mercedes-Benz,sedan,386241.6,2.4,Petrol,no,1999,E-Class,7.090076835776092
Volkswagen,sedan,305774.60000000003,1.9,Diesel,yes,2006,Caddy,8.779557455883728
Volkswagen,crossover,48280.2,3.0,Diesel,yes,2015,Touareg,10.85707406915398
BMW,crossover,3218.68,3.0,Diesel,yes,2016,X5,11.561706105284784
Renault,van,265541.1,1.5,Diesel,yes,2003,Kangoo,8.444622498581403
Audi,sedan,265541.1,2.4,Petrol,yes,2006,A6,9.433483923290392
Volkswagen,sedan,231744.96,2.0,Diesel,yes,2008,Passat B6,9.235032984566555
Audi,other,133575.22,2.0,Petrol,yes,2009,A5,10.06475570013225
Volkswagen,van,402335.0,2.0,Diesel,yes,2010,T6 (Transporter),9.785660765922685
Mercedes-Benz,sedan,374976.22000000003,3.2,Diesel,yes,2001,320,9.02401079378469
Mercedes-Benz,sedan,135184.56,5.5,Petrol,yes,2011,S 500,10.594131602877955
Mercedes-Benz,van,643736.0,2.9,Diesel,yes,1999,Sprinter 210,8.556413904569519
Audi,sedan,225307.6,2.0,Diesel,yes,2012,A6,10.357742824813725
BMW,sedan,17702.739999999998,2.5,Diesel,yes,1994,325,8.476371196895983
Volkswagen,crossover,93341.72,1.4,Petrol,yes,2014,Tiguan,9.978131095531895
Audi,crossover,225307.6,3.0,Diesel,yes,2013,Q7,10.666627104916108
Audi,sedan,257494.4,2.5,Diesel,no,2002,A6,7.8632667240095735
Volkswagen,van,0.0,2.0,Diesel,yes,2014,Touran,10.351692814320451
Volkswagen,van,370148.19999999995,1.9,Diesel,yes,2009,T5 (Transporter),9.375854810453756
Mercedes-Benz,van,0.0,2.2,Diesel,yes,2016,V 250,11.580584113444043
BMW,sedan,424865.76,3.0,Diesel,yes,2001,530,9.190137664658664
Volkswagen,van,231744.96,2.0,Gas,yes,2012,Caddy,8.980927207648378
Mercedes-Benz,crossover,354054.8,3.2,Gas,yes,1999,ML 320,9.104979856318357
BMW,sedan,449005.86,3.5,Gas,yes,1998,735,8.909235279192261
